race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
gIRMXgAGv6muOiBOKbDFD1EEjRnj3ImoWKkWys5iaUmGCKrodMQoQUHu__AkUbko,20240122,宇都宮,1,F1,Ａ級予選,1,1,菊池　崇訓,4,7,"5,7",,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD4eukeDAZdse0_fq5peLXgt3hdgbt-0FCoOO9pVIKyXZ,20240122,宇都宮,2,F1,Ａ級予選,1,1,羽石　国臣,3,2,5,7,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD5yu1s4xJnvCYdAeJlvHUenfQpKNJW6s55vVdElDMD4Q,20240122,宇都宮,3,F1,Ａ級予選,1,1,菊池　崇訓,7,5,6,2,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD7G2VfasSvFTjD7Jhat5kZSB15R7bxb0ESWZ5C-TWryk,20240122,宇都宮,4,F1,Ａ級予選,1,1,羽石　国臣,1,4,6,1,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFDxnvR80_5EUUL9dnWZqEEZ0Wzj1WePzgKilSipw2CcRv,20240122,宇都宮,5,F1,Ａ級初日特選,1,1,菊池　崇訓,4,2,4,2,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFDzqY-jGdmVM9sfRAoVGrbdPcgVQMT-Y5-Cj98q8217_o,20240122,宇都宮,6,F1,Ｓ級予選,1,1,小坂　敏之,4,1,5,6,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD4Cea-D7jpWufhU0rteT57Ab8ZNP96QdX7C-1oVkmLom,20240122,宇都宮,7,F1,Ｓ級予選,1,1,黒崎　直行,5,3,4,2,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD4IvNBMQDFV2uHClgNnVDwvu0Gnyd3TrpmKODLUl2HY1,20240122,宇都宮,8,F1,Ｓ級予選,1,1,中川　貴徳,3,1,1,"5,6",2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFDyTNtTBZScjBnOuFeoL9WFLTNU2R-FOVcsn9URiqhkVL,20240122,宇都宮,9,F1,Ｓ級予選,1,1,小坂　敏之,5,4,2,1,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD4eO2nWBJsC0NUkGiL7P7bLBBfFv-uQafPdp3FYdqs5E,20240122,宇都宮,10,F1,Ｓ級予選,1,1,黒崎　直行,3,7,"5,7",,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD-SQ3WXtgtWRAofun8S_pRtsDkJCjOMn6sInqeowu-dy,20240122,宇都宮,11,F1,Ｓ級予選,1,1,小坂　敏之,1,5,1,4,2024/01/22 07:01&nbsp;更新
gIRMXgAGv6muOiBOKbDFD3AZyTc0P39oFWKrYLsiji-FIQ4w0e4uNitmiXQukbIo,20240122,宇都宮,12,F1,Ｓ級初日特選,1,1,中川　貴徳,5,1,1,,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjaMyUrRHHGg-3nzLBEALaB-3buNpbeviYfr2t78eFm_U,20240122,名古屋,1,F1,Ａ級一般,1,1,笠松　信幸,3,5,4,6,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjS2DwGCVRD15lbzE6A8am5yHzNCHLJ1GNdlZqyU9Eq7W,20240122,名古屋,2,F1,Ａ級一般,1,1,山内　卓也,1,3,1,6,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjcR4x8O4mcuDBmS6ImlwoPmsHZPjkizkga83qQ8LzE18,20240122,名古屋,3,F1,Ａ級準決勝,1,1,山田　哲也,7,2,3,2,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjUHnSzumENHa3slAJ6MHdZMyM3_UUhsfnqlpmTkZQJs8,20240122,名古屋,4,F1,Ａ級準決勝,1,1,吉野　猛,7,1,7,2,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjUsiN3pbVpDmbBq1h_q8eqwbOOdvhUc366_m21oKzQ2u,20240122,名古屋,5,F1,Ａ級準決勝,1,1,疋田　敏,4,2,3,1,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjVvcIPMRWNSphufzBg_g6b7tpeUyjNqmlnOEop9UbLR-,20240122,名古屋,6,F1,Ｌ級ガールズ予選（第２走）,1,1,山田　哲也,4,3,5,4,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjaRkA_u2lw0dCoa61EcYVSeEoGGnrVAAz58oVmP8_bFp,20240122,名古屋,7,F1,Ｌ級ガールズ予選（第２走）,1,1,吉野　猛,4,7,7,3,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjfmeaOkR-5LUJfY2tujnsR77KEYoN_8VHT_ngBcaVI8h,20240122,名古屋,8,F1,Ｓ級一般,1,1,笠松　信幸,2,7,5,3,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjQeaYldg2qiXC9jOiRMLZ67WDAmjTy8O71Zm4eIavmzU,20240122,名古屋,9,F1,Ｓ級一般,1,1,山内　卓也,1,4,2,7,2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjVGnLFR0TVhTy1FijcKgfFj4mP_RI7GBXqRsdfTVjTti,20240122,名古屋,10,F1,Ｓ級準決勝,1,1,疋田　敏,7,1,1,"5,7",2024/01/22 07:01&nbsp;更新
4YDG_8c_ujN7jm5c2eSyjRZx_9avSXsUaQsYtT3im_ylBtQeFwZAaJQe3J6Su_4A,20240122,名古屋,11,F1,Ｓ級準決勝,1,1,笠松　信幸,2,3,6,2,2024/01/22 07:01&nbsp;更新
