category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity
Ａ級予選,F1,,35,3,3,差し,三谷　政史,奈　良,1,捲り,大谷　靖茂,愛　知,4,,原井　剣也,福　岡,3-1,430円,(2),20250401,1R,平塚,3-1-4,"1,200円",(3)
Ａ級予選,F1,,35,3,2,差し,古川　貴之,佐　賀,4,マーク,松山　正和,静　岡,1,,寺沼　伊織,東　京,2-4,"1,210円",(5),20250401,2R,平塚,2-4-1,"5,500円",(21)
Ａ級予選,F1,,35,3,3,差し,小笹　隼人,奈　良,4,差し,吉堂　将規,奈　良,7,,矢部　駿人,岡　山,3-4,410円,(1),20250401,3R,平塚,3-4-7,"1,230円",(2)
Ａ級予選,F1,,35,3,7,差し,中井　勇介,大　阪,2,逃げ,野上　竜太,岡　山,5,,宇根　秀俊,愛　媛,7-2,"4,590円",(13),20250401,4R,平塚,7-2-5,"13,960円",(42)
Ａ級初日特選,F1,,35,3,3,捲り,金澤　竜二,福　島,7,マーク,山崎　将幸,宮　城,5,,出澤　拓也,神奈川,3-7,350円,(2),20250401,5R,平塚,3-7-5,800円,(2)
Ｓ級予選,F1,,35,3,4,差し,塚本　大樹,熊　本,3,差し,坂本　周輝,青　森,5,,杉本　正隆,茨　城,4-3,"2,960円",(5),20250401,6R,平塚,4-3-5,"16,270円",(33)
Ｓ級予選,F1,,35,3,5,差し,河野　通孝,茨　城,7,逃げ,森田　一郎,埼　玉,3,,藤原　憲征,新　潟,5-7,290円,(1),20250401,7R,平塚,5-7-3,700円,(1)
Ｓ級予選,F1,,35,3,5,差し,上田　国広,三　重,1,逃げ,竹内　雄作,岐　阜,6,,八日市屋浩,石　川,5-1,850円,(3),20250401,8R,平塚,5-1-6,"1,810円",(4)
Ｓ級予選,F1,,35,3,5,捲り,野口　裕史,千　葉,1,マーク,大塚　玲,神奈川,7,,坂上　樹大,石　川,5-1,200円,(1),20250401,9R,平塚,5-1-7,"4,490円",(9)
Ｓ級予選,F1,,35,3,4,差し,河村　雅章,東　京,2,マーク,古賀　勝大,和歌山,3,,菊池　岳仁,長　野,4-2,"3,190円",(8),20250401,10R,平塚,4-2-3,"3,190円",(11)
Ｓ級予選,F1,,35,3,7,逃げ,太田　海也,岡　山,3,マーク,山形　一気,徳　島,6,,荒木　貴大,埼　玉,7-3,130円,(1),20250401,11R,平塚,7-3-6,"1,540円",(5)
Ｓ級初日特選,F1,,35,3,3,差し,松谷　秀幸,神奈川,2,逃げ,窓場千加頼,京　都,6,,纐纈　洸翔,愛　知,3-2,"2,610円",(12),20250401,12R,平塚,3-2-6,"12,940円",(59)
Ａ級予選,F1,,56,1,7,逃げ,松本　卓也,徳　島,4,マーク,岡田　啓渡,愛　媛,1,,隅　直幸,山　口,7-4,270円,(1),20250401,1R,岸和田,7-4-1,570円,(1)
Ａ級予選,F1,,56,1,3,逃げ,平野　想真,愛　知,5,マーク,村上　卓茂,愛　知,7,,鮒田　博文,三　重,3-5,160円,(1),20250401,2R,岸和田,3-5-7,400円,(1)
Ａ級予選,F1,,56,1,4,逃げ,望月　湧世,静　岡,2,マーク,山田　和巧,神奈川,6,,鎌田　聡,宮　城,4-2,180円,(1),20250401,3R,岸和田,4-2-6,840円,(3)
Ａ級予選,F1,,56,1,5,逃げ,南部　翔大,大　阪,1,マーク,谷口　友真,大　阪,4,,窪田　陽介,滋　賀,5-1,120円,(1),20250401,4R,岸和田,5-1-4,270円,(1)
Ａ級初日特選,F1,,56,1,2,捲り,常次　勇人,大　阪,6,マーク,原田　隆,大　阪,5,,山田　裕哉,岐　阜,2-6,450円,(1),20250401,5R,岸和田,2-6-5,960円,(1)
Ｓ級予選,F1,,56,1,1,捲り,土生　敦弘,大　阪,4,逃げ,邊見　光輝,福　島,2,,金成　和幸,福　島,1-4,"7,900円",(21),20250401,6R,岸和田,1-4-2,"38,080円",(90)
Ｓ級予選,F1,,56,1,1,差し,渡部　哲男,愛　媛,5,捲り,久米　康平,徳　島,3,,松崎　広太,茨　城,1-5,370円,(1),20250401,7R,岸和田,1-5-3,910円,(1)
Ｓ級予選,F1,,56,1,5,差し,横関　裕樹,岐　阜,7,逃げ,藤田　周磨,埼　玉,4,,小松原正登,福　井,5-7,"5,050円",(13),20250401,8R,岸和田,5-7-4,"33,240円",(71)
Ｓ級予選,F1,,56,1,5,捲り,笠松　将太,埼　玉,1,マーク,小野　大介,福　島,3,,松本秀之介,熊　本,5-1,"4,870円",(13),20250401,9R,岸和田,5-1-3,"23,350円",(51)
Ｓ級予選,F1,,56,1,7,差し,磯田　旭,栃　木,2,捲り,黒沢　征治,埼　玉,5,,川口　直人,神奈川,7-2,450円,(2),20250401,10R,岸和田,7-2-5,"1,300円",(4)
Ｓ級予選,F1,,56,1,7,逃げ,中野　慎詞,岩　手,5,マーク,松坂　洋平,神奈川,1,,加藤　圭一,神奈川,7-5,120円,(1),20250401,11R,岸和田,7-5-1,230円,(1)
Ｓ級初日特選,F1,,56,1,4,差し,南　修二,大　阪,2,逃げ,三谷　竜生,奈　良,7,,西村　光太,三　重,4-2,270円,(1),20250401,12R,岸和田,4-2-7,390円,(1)
Ａ級チャレンジ予選,F2,,24,5,1,逃げ,近藤　圭佑,埼　玉,2,マーク,堀　勝政,群　馬,3,,片折　勇輝,福　岡,1-2,160円,(1),20250401,1R,宇都宮,1-2-3,610円,(2)
Ａ級チャレンジ予選,F2,,24,5,1,捲り,藤井　將,広　島,4,差し,西村　剛,新　潟,3,,岡田　雅也,高　知,1-4,"1,040円",(4),20250401,2R,宇都宮,1-4-3,"3,100円",(12)
Ａ級チャレンジ予選,F2,,24,5,1,逃げ,西岡　利起,奈　良,2,マーク,小塚　潤,愛　知,5,,浦山　一栄,東　京,1-2,120円,(1),20250401,3R,宇都宮,1-2-5,450円,(2)
Ａ級チャレンジ予選,F2,,24,5,1,捲り,細中　翔太,岡　山,2,逃げ,鳥海　創,千　葉,3,,望月裕一郎,静　岡,1-2,240円,(1),20250401,4R,宇都宮,1-2-3,470円,(1)
